OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
525,4092110126,Middle Creek High School Cafeteria,123 Middle Creek Park Ave ,,CARY,NC,27539,(919) 773-3842,2001-08-02T00:00:00.000Z,Public School Lunchrooms,4345,-78.75884679,35.66889216,M
526,4092030240,BIG MIKES BBQ (WCID #418),1100 E WILLIAMS ST ,"610 GLENWOOD RALEIGH, NC 27603",CARY,NC,27502,(910) 436-3112,2012-03-12T00:00:00.000Z,Mobile Food Units,4373,-78.8438104,35.72060287,M
527,4092016133,HIBACHI CHINA BUFFET,2909  E MILLBROOK RD ,,RALEIGH,NC,27604,(919) 878-5688,2012-03-16T00:00:00.000Z,Restaurant,4374,-78.58213563,35.85057911,M
528,4092016152,CLARK DINING HALL,221 JENSEN  DR ,,RALEIGH,NC,27695,(919) 513-4680,2012-02-09T00:00:00.000Z,Restaurant,4376,-78.67872874,35.78448278,M
529,4092110128,Washington Elem. School Cafeteria,1000 FAYETTEVILLE ST ,,RALEIGH,NC,27601-2525,(919) 856-7965,2001-09-19T00:00:00.000Z,Public School Lunchrooms,4377,-78.64381188,35.76731369,M
530,4092010095,Bull And Bear,5442 SIX FORKS RD ,,RALEIGH,NC,27609-4436,(919) 847-3617,1991-05-02T00:00:00.000Z,Restaurant,4383,-78.64059702,35.85499105,M
531,4092011399,Bojangles,1209 LAURA VILLAGE RD ,,APEX,NC,27523-7140,(919) 362-1416,1993-12-02T00:00:00.000Z,Restaurant,4405,-78.83682774,35.74886904,M
532,4092010975,Cup A Joe,3100 HILLSBOROUGH ST,,RALEIGH,NC,27607-5437,(919) 828-9665,1991-10-23T00:00:00.000Z,Restaurant,4422,-78.67755439,35.7900473,M
533,4092013719,La Rancherita,4325-3000 Glenwood Ave,,RALEIGH,NC,27610,(919) 785-1951,2002-11-18T00:00:00.000Z,Restaurant,4429,-78.67658819,35.8395892,M
534,4092015070,McDonald`s #31681,6320 Battle Bridge RD ,,RALEIGH,NC,27610,(919) 773-4124,2008-02-22T00:00:00.000Z,Restaurant,4430,-78.54690151,35.72382379,M
535,4092110076,Wendell Elem School Cafeteria,3355 WENDELL BLVD ,,WENDELL,NC,27591-7289,(919) 365-2668,1991-10-28T00:00:00.000Z,Public School Lunchrooms,4507,-78.37227706,35.7854195,M
536,4092016163,FLYING BURRITO,4800 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 785-2734,2012-04-18T00:00:00.000Z,Restaurant,4508,-78.71615076,35.87112648,M
537,4092015605,WAFFLE HOUSE #1279,7605 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 217-4112,2010-04-23T00:00:00.000Z,Restaurant,4533,-78.47367546,35.80004488,M
538,4092050012,Word Of God Church School Cafeteria,3000 ROCK QUARRY RD ,,RALEIGH,NC,27610-5110,(919) 834-1141,1993-09-24T00:00:00.000Z,Private School Lunchrooms,4536,-78.59788519,35.74540122,M
539,4092020878,Han-Dee Hugo`s #62,10550 DURANT RD ,,RALEIGH,NC,27614-9478,(919) 518-2474,1999-05-21T00:00:00.000Z,Food Stand,4567,-78.59030503,35.90565755,M
540,4092012893,Residence Inn Foodservice,2020 HOSPITALITY CT,,MORRISVILLE,NC,27560-9128,(919) 467-8689,1999-03-11T00:00:00.000Z,Restaurant,4574,-78.8154906,35.85787743,M
541,4092013309,Bojangles' #27,3920 Jones Sausage RD ,,RALEIGH,NC,27610,(919) 662-1621,2001-04-23T00:00:00.000Z,Restaurant,4585,0,0,U
542,4092013252,MacGregor Draft House,107 S Edinburgh St ,Suite 120,CARY,NC,27511,(919) 461-1633,2001-01-02T00:00:00.000Z,Restaurant,4586,0,0,U
543,4092013271,Hayes Barton Cafe &amp; Dessertery,2000 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 856-8551,2001-01-24T00:00:00.000Z,Restaurant,4588,-78.64632317,35.80452758,M
544,4092013857,KFC/Taco Bell Of Zebulon,161 Wakelon Dr,,ZEBULON,NC,27597,(919) 404-1701,2003-07-18T00:00:00.000Z,Restaurant,4593,-78.31473074,35.83341277,M
545,4092050025,North Raleigh Christian Academy School Lunchroom,7300 Perry Creek Rd,,RALEIGH,NC,27616,(919) 573-7900,2004-03-11T00:00:00.000Z,Private School Lunchrooms,4594,-78.54259351,35.88061452,M
546,4092012037,Woody`s Sports Tavern &amp; Grill,8322 CHAPEL HILL RD,,CARY,NC,27513-4051,(919) 380-7737,1997-03-24T00:00:00.000Z,Restaurant,4614,-78.77617181,35.79224815,M
547,4092011132,Bojangles,1400 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 557-0749,1992-08-10T00:00:00.000Z,Restaurant,4643,-78.77334916,35.59221914,M
548,4092020974,Food Lion #247 Deli,4510 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 876-8126,2000-07-01T00:00:00.000Z,Food Stand,4651,-78.57896604,35.84571366,M
549,4092020980,Food Lion #1669 Deli ,1601 CROSS LINK RD,,RALEIGH,NC,27610-4186,(919) 633-8250,2000-03-15T00:00:00.000Z,Food Stand,4652,-78.61481761,35.75482137,M
550,4092020977,Food Lion #757 Deli,1100-122 Raleigh BLVD ,,RALEIGH,NC,27610-1076,(919) 829-7077,2000-07-01T00:00:00.000Z,Food Stand,4653,-78.61277558,35.79430477,M
551,4092050015,Cary Academy Cafeteria,1500 N HARRISON AVE ,,CARY,NC,27513-5549,(919) 228-4696,1997-09-15T00:00:00.000Z,Private School Lunchrooms,4665,-78.76823361,35.81996647,M
552,4092012029,Wake Technical Community College Rest.,9101 FAYETTEVILLE RD,,RALEIGH,NC,27603-5655,(919) 662-3417,1997-04-02T00:00:00.000Z,Restaurant,4669,-78.70393311,35.65086793,M
553,4092012031,International House Of Pancakes,3009 Capital Blv ,,RALEIGH,NC,27604-3333,(919) 875-8485,1997-04-03T00:00:00.000Z,Restaurant,4671,-78.59245693,35.82124227,M
554,4092021088,Lowes Foods #185 Produce,1845 AVERSBORO RD ,,GARNER,NC,27529-4836,(919) 779-9907,2001-08-31T00:00:00.000Z,Food Stand,4708,-78.61583976,35.68506666,M
555,4092013423,John Deere Cafe,2000 EVANS RD,,CARY,NC,27513-2008,(919) 804-2509,2001-10-03T00:00:00.000Z,Restaurant,4714,-78.80087083,35.82273916,M
556,4092090005,Garner Senior Center,205 E GARNER RD ,,GARNER,NC,27529-3311,(919) 772-5057,1991-04-02T00:00:00.000Z,Elderly Nutrition Sites (catered),4718,-78.6037631,35.70719056,M
557,4092015356,CHUBBY`S TACOS,2444 WYCLIFF  RD ,,RALEIGH,NC,27607,(919) 781-4480,2009-03-13T00:00:00.000Z,Restaurant,4721,-78.692995,35.81676997,M
558,4092110125,Green Hope Elementary Cafeteria,2700  Louis Stephens RD ,,CARY,NC,27519,(918) 338-5285,2000-08-11T00:00:00.000Z,Public School Lunchrooms,4734,-78.85985286,35.80278853,M
559,4092021683,BRAGAW C-STORE,210 DAN ALLEN DR ,,RALEIGH,NC,27695,(919) 515-3095,2011-07-26T00:00:00.000Z,Food Stand,4744,-78.67872874,35.78448278,M
560,4092021032,Lowes Foods #191 Deli,9600 STRICKLAND RD ,,RALEIGH,NC,27615-1937,(919) 847-5661,2000-08-01T00:00:00.000Z,Food Stand,4753,-78.65568292,35.90277448,M
561,4092300147,Food Lion #1484 Meat Market,2420 WYCLIFF RD ,,RALEIGH,NC,27607-2903,(919) 571-3638,2000-07-01T00:00:00.000Z,Meat Market,4754,-78.692995,35.81676997,M
562,4092110030,Fuller Elementary Cafeteria,806 CALLOWAY DR,,RALEIGH,NC,27610-4014,(919) 856-7630,1991-10-16T00:00:00.000Z,Public School Lunchrooms,4756,-78.62405596,35.754924,M
563,4092011196,Administration Bldg. Snack Bar,116 W JONES ST ,,RALEIGH,NC,27603-1300,(919) 733-3488,1992-12-21T00:00:00.000Z,Restaurant,4770,-78.64075634,35.78327193,M
564,4092014115,Sam`s Club #8223 Cafe,2537 S Saunders St,,RALEIGH,NC,27603,(919) 839-1700,2004-08-24T00:00:00.000Z,Restaurant,4790,-78.64662127,35.75036941,M
565,4092011179,RED DRAGON CHINESE RESTAURANT,2513 FAIRVIEW RD,,RALEIGH,NC,27608,(919) 782-1102,1992-10-08T00:00:00.000Z,Restaurant,4802,-78.65461085,35.80920928,M
566,4092016577,DENNY'S #8890,4380 FAYETTEVILLE  RD ,,RALEIGH,NC,27603,(919) 771-0815,2013-11-21T00:00:00.000Z,Restaurant,4809,-78.6544181,35.72057881,M
567,4092021222,Food Lion #75 Deli ,1339 5Th Ave ,,GARNER,NC,27529,(919) 779-0770,2003-09-18T00:00:00.000Z,Food Stand,4820,-78.62278736,35.70820906,M
568,4092013896,Woody`s @ City Market,205 Wolfe St ,,RALEIGH,NC,27601,(919) 833-3000,2003-08-29T00:00:00.000Z,Restaurant,4823,-78.63643476,35.77636518,M
569,4092021245,Food Lion #2504 Deli ,1030-125 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0321,2003-12-12T00:00:00.000Z,Food Stand,4825,-78.54967347,35.79198567,M
570,4092011804,Taco Bell of Knightdale,7036 Us 64 E,,KNIGHTDALE,NC,27545-8800,(919) 217-9524,1996-01-03T00:00:00.000Z,Restaurant,4831,0,0,U
571,4092011723,Korner Cafe Food Court,4420 LAKE BOONE TRL,,RALEIGH,NC,27607-7505,(919) 784-3401,1995-08-23T00:00:00.000Z,Restaurant,4834,-78.70241996,35.81817245,M
572,4092015496,PARK BAR &amp; GRILL (DoubleTree By Hilton),500 CAITBOO AVE ,,CARY,NC,27518,(919) 900-8840,2009-10-26T00:00:00.000Z,Restaurant,4838,-78.73611855,35.75670744,T
573,4092011062,Char-Grill,4617 Atlantic Ave,,RALEIGH,NC,27604-8103,(919) 954-9556,1992-03-10T00:00:00.000Z,Restaurant,4871,-78.60292943,35.84801871,M
574,4092110034,Daniels Middle School Cafeteria,2816 OBERLIN RD ,,RALEIGH,NC,27608-1220,(919) 881-4869,1991-09-16T00:00:00.000Z,Public School Lunchrooms,4880,-78.6566335,35.81366204,M
575,4092015148,Sake House Japanese Restaurant,1141 Falls River AVE ,Ste 128,RALEIGH,NC,27614,(919) 676-5788,2008-06-18T00:00:00.000Z,Restaurant,4886,-78.58877443,35.90718863,M
576,4092020122,Han-Dee Hugo`s #41,103 SW MAYNARD RD,,CARY,NC,27511-4401,(919) 467-8963,1991-05-06T00:00:00.000Z,Food Stand,4899,-78.78225534,35.77097318,M
577,4092110127,Fred Olds Elementary Cafeteria,204 Dixie Trail ,,RALEIGH,NC,27607,(919) 856-7769,2001-08-13T00:00:00.000Z,Public School Lunchrooms,4903,-78.67501131,35.79372144,M
578,4092013418,Taza Grill,6325 - 19 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 872-7161,2001-10-05T00:00:00.000Z,Restaurant,4905,0,0,U
579,4092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,,RALEIGH,NC,27613-1641,(919) 846-3848,1992-08-10T00:00:00.000Z,Restaurant,4918,-78.67924027,35.88823629,M
580,4092020813,Papa John`s Pizza,6510 GLENWOOD AVE ,,RALEIGH,NC,27612-7156,(919) 786-9900,1997-07-27T00:00:00.000Z,Food Stand,4922,-78.70609774,35.86074545,M
581,4092012979,Jersey Mikes Restaurant,1761 W Williams ST ,,APEX,NC,27502,(919) 363-6453,1999-07-21T00:00:00.000Z,Restaurant,4931,-78.87770701,35.75964934,M
582,4092012896,CITY CLUB RALEIGH,150 Fayetteville St,Suite 2800,RALEIGH,NC,27601,(919) 834-8829,1999-03-04T00:00:00.000Z,Restaurant,4950,-78.63970962,35.77872217,M
583,4092011923,Pauls Cash Grocery &amp;Services,7301 POOLE RD,,RALEIGH,NC,27610-9366,(919) 266-2624,1996-08-28T00:00:00.000Z,Restaurant,4954,-78.51538485,35.75733791,M
584,4092011895,Fiesta Mexicana,2839 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-1303,1996-07-03T00:00:00.000Z,Restaurant,4955,-78.73773278,35.74361773,M
585,4092015995,THE BIG EASY,231 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 468-6007,2011-11-07T00:00:00.000Z,Restaurant,4963,-78.7805746,35.804703,M
586,4092110133,Ballentine Elem. Sch. Cafeteria,1651 N McLaurin Ln,,FUQUAY VARINA,NC,27526,(919) 557-1140,2002-08-06T00:00:00.000Z,Public School Lunchrooms,4969,-78.7724712,35.6135987,M
587,4092013025,Wake Med Cary Hospital Food Service,1900 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 350-2323,1999-11-04T00:00:00.000Z,Restaurant,4974,-78.78171775,35.74074657,M
588,4092013092,RUBY TUESDAY,6201 Capital Blv ,,RALEIGH,NC,27616-2945,(919) 876-9900,2000-01-19T00:00:00.000Z,Restaurant,4979,-78.58206145,35.87004794,M
589,4092013114,Ruby Tuesday`s #3182,131 CROSSROADS BLVD ,,CARY,NC,27511-6804,(919) 854-9990,2000-03-03T00:00:00.000Z,Restaurant,4983,-78.74226095,35.76176748,M
590,4092021525,We Cook for You,1125 Fuller ST ,,RALEIGH,NC,27603,(919) 821-7775,2008-05-02T00:00:00.000Z,Food Stand,4993,-78.65020253,35.76541728,M
591,4092016788,RALPH E. CAPPS TEEN CENTER GRILL,721 N. RALEIGH BLVD.,,RALEIGH,NC,27610,(919) 250-3595,2014-10-16T00:00:00.000Z,Restaurant,4997,-78.61395865,35.79169486,M
592,4092160037,Sunrise Of Raleigh Assisted Living Cafeteria,4801 Edwards Mill Rd,,RALEIGH,NC,27612,(919) 787-0777,2003-07-07T00:00:00.000Z,Institutional Food Service,5004,-78.68554467,35.83972668,M
593,4092016363,MOJO'S GRILL WAKE TECH,9101 FAYETTEVILLE  RD ,,RALEIGH,NC,27603,(919) 669-3739,2012-12-28T00:00:00.000Z,Restaurant,5013,-78.70393311,35.65086793,M
594,4092013841,Humble Pie,317 S Harrington St ,,RALEIGH,NC,27603,(919) 829-9222,2003-07-02T00:00:00.000Z,Restaurant,5026,-78.64497521,35.77631688,M
595,4092040134,New York Style Hot Dogs (WCID #621),300 Fayetteville ST ,,RALEIGH,NC,27602,(919) 332-9385,2004-01-28T00:00:00.000Z,Pushcarts,5034,-78.63980508,35.77668772,M
596,4092016585,NICHE WINE LOUNGE,109 N MAIN ST ,#A,HOLLY SPRINGS,NC,27540,(919) 552-2300,2013-12-11T00:00:00.000Z,Restaurant,5051,-78.8340312,35.65161684,M
597,4092021777,PAPA MURPHY'S NC002,161 SE CARY  PKY ,,CARY,NC,27511,(919) 459-8494,2014-01-07T00:00:00.000Z,Food Stand,5053,-78.78193974,35.75976658,M
598,4092011977,Honeybaked Ham Company,423 CROSSROADS BLVD ,,CARY,NC,27511-6896,(919) 854-1222,1996-11-22T00:00:00.000Z,Restaurant,5069,-78.73871452,35.76064286,M
599,4092015937,ZAXBY'S,1021 N HARRISON  AVE ,,RALEIGH,NC,27513,(919) 481-2070,2011-04-15T00:00:00.000Z,Restaurant,5079,-78.78302072,35.8036362,M
600,4092160020,Oliver House Foodservice,4230 Wendell Blv,,WENDELL,NC,27591,(919) 366-9737,2003-06-26T00:00:00.000Z,Institutional Food Service,5099,-78.35640867,35.78625986,M
601,4092013833,Andres` Coffee &amp; Crepes,315 Crossroads BLVD ,,CARY,NC,27511,(919) 233-0288,2003-07-09T00:00:00.000Z,Restaurant,5101,-78.73871452,35.76064286,M
602,4092013056,PNC 130,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999-10-28T00:00:00.000Z,Restaurant,5107,-78.7229363,35.8032419,M
603,4092110479,LAKE MYRA ELEMENTARY CAFETERIA,1300 ELK FALLS  DR ,,WENDELL,NC,27591,(919) 365-8990,2009-04-24T00:00:00.000Z,Public School Lunchrooms,5113,-78.42971564,35.76143338,M
604,4092015445,JAPAN EXPRESS,6250-100 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 788-7758,2009-08-20T00:00:00.000Z,Restaurant,5124,-78.7034954,35.85698068,M
605,4092110483,Smith Elementary Cafeteria,1101 MAXWELL DR ,,GARNER,NC,27529,(919) 662-2465,2009-08-14T00:00:00.000Z,Public School Lunchrooms,5126,0,0,U
606,4092021160,BJ`S Warehouse Deli,255 Shenstone Blv ,,GARNER,NC,27529,(919) 661-3781,2002-10-25T00:00:00.000Z,Food Stand,5137,-78.58054205,35.69110315,M
607,4092030068,Jimmy's Pizza Time   (WCID # 391),1025 BLUE RIDGE RD ,,RALEIGH,NC,27607-3902,(330) 261-2353,2000-02-11T00:00:00.000Z,Mobile Food Units,5150,-78.71510537,35.79630516,M
608,4092021084,Harris Teeter #103 Deli,1422 N MAIN ST,,FUQUAY VARINA,NC,27526-6900,(919) 552-0103,2001-08-15T00:00:00.000Z,Food Stand,5151,-78.77067049,35.59261337,M
609,4092020680,Triangle Catering,1818 St. Albans DR ,Suite 104,RALEIGH,NC,27609-2514,(919) 873-9500,1995-09-08T00:00:00.000Z,Food Stand,5161,-78.60721515,35.83352408,M
610,4092011235,Olive Garden,4805 Capital Blvd,,RALEIGH,NC,27616-4483,(919) 954-8557,1993-03-09T00:00:00.000Z,Restaurant,5169,-78.58156068,35.85089434,M
611,4092030110,A Taste of New York #4 (WCID #007),301-H W Hargett ST ,,RALEIGH,NC,27602,(919) 846-9863,2004-04-01T00:00:00.000Z,Mobile Food Units,5185,-78.64351577,35.77836058,M
612,4092015488,JERSEY MIKES SUBS,280 MEETING ST ,STE 109,RALEIGH,NC,27518,(919) 233-0036,2009-10-12T00:00:00.000Z,Restaurant,5194,-78.74426752,35.756835,M
613,4092021592,ALMADINA SUPERMARKET,1019 METHOD RD ,,RALEIGH,NC,27606,(919) 755-6220,2009-10-29T00:00:00.000Z,Food Stand,5195,-78.69350338,35.78486757,M
614,4092110092,West Lake Middle Sch. Cafeteria,4600 W LAKE RD,YEAR ROUND,APEX,NC,27539-7657,(919) 662-2917,1992-07-01T00:00:00.000Z,Public School Lunchrooms,5215,-78.76185019,35.66034209,M
615,4092015735,SUSHI O,222-117 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 838-8868,2010-09-27T00:00:00.000Z,Restaurant,5217,-78.64733509,35.78392898,M
616,4092015352,HOLIDAY INN EXPRESS Foodservice,1014 AIRPORT  BLVD ,,MORRISVILLE,NC,27560,(919) 653-2260,2009-03-06T00:00:00.000Z,Restaurant,5237,-78.81841046,35.85859642,M
617,4092015380,CROSSROADS STADIUM 20 UNIT #1874,501 CAITBOO AVE ,,CARY,NC,27518,(919) 816-0220,2009-04-13T00:00:00.000Z,Restaurant,5239,-78.73520323,35.75834188,M
618,4092015374,SHANE`S RIB SHACK #55,5811 POYNER VILLAGE PKY ,SUITE 101,RALEIGH,NC,27616,(919) 850-9900,2009-04-15T00:00:00.000Z,Restaurant,5240,-78.56916648,35.86464286,M
619,4092015381,BEAVER CREEK CINEMAS 12,1441 Beaver Creek Commons DR,,APEX,NC,27502,(919) 362-7342,2009-04-13T00:00:00.000Z,Restaurant,5241,-78.88323254,35.74554013,M
620,4092015652,ANVIL`S CHEESESTEAKS,2893 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 854-0558,2010-04-19T00:00:00.000Z,Restaurant,5242,-78.73666365,35.74405443,M
621,4092030221,BACKYARD BISTRO #1 CONCESSION TRAILER (WCID #267),HILLSBOROUGH  ST ,,RALEIGH,NC,27607,(919) 851-6203,2010-06-22T00:00:00.000Z,Mobile Food Units,5243,0,0,U
622,4092020818,Han-Dee Hugo`s #60,2581 GORMAN ST ,,RALEIGH,NC,27606-4673,(919) 859-5272,1997-11-04T00:00:00.000Z,Food Stand,5251,-78.69954631,35.75701515,M
623,4092012994,Sullivans Steak House,414 GLENWOOD AVE ,STE 103,RALEIGH,NC,27603-1365,(919) 833-2888,1999-08-09T00:00:00.000Z,Restaurant,5258,-78.64673503,35.78565824,M
624,4092021767,DOMINO'S PIZZA #4495,10411 MONCREIFFE RD ,STE 101,RALEIGH,NC,27617,(919) 957-2929,2013-11-21T00:00:00.000Z,Food Stand,5259,-78.79210079,35.89996272,M
625,4092021568,HARRIS TEETER #367 PRODUCE,14520 JOHN REX BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009-05-15T00:00:00.000Z,Food Stand,5263,-78.54281974,35.94700335,M
626,4092040295,FOODLAND 4 (WCID # 469),100 HARGETT ST ,,RALEIGH,NC,27602,(919) 329-5296,2013-07-17T00:00:00.000Z,Pushcarts,5266,0,0,U
627,4092040298,RASCAL'S HOT DOGS (WCID #466),10125 DIVISION  DR ,,RALEIGH,NC,27603,(919) 467-6186,2013-07-05T00:00:00.000Z,Pushcarts,5267,-78.7114342,35.63398295,M
628,4092011665,Teddy's New Yorker Pizza,5563 WESTERN BLVD,Suite 9-A,RALEIGH,NC,27606-1595,(919) 233-9144,1995-03-31T00:00:00.000Z,Restaurant,5281,-78.72051017,35.78412594,M
629,4092020037,Circle K #8524,3948 NEW BERN AVE ,,RALEIGH,NC,27610-1333,(919) 231-8060,1991-05-01T00:00:00.000Z,Food Stand,5284,-78.56881377,35.79852603,M
630,4092015991,BURGER KING #10775,636 W GANNON AVE ,,ZEBULON,NC,27595,(919) 404-1090,2011-09-08T00:00:00.000Z,Restaurant,5299,-78.32958448,35.82096151,M
631,4092013403,EL MANDADO COMIDA CASERA,4020 CAPITAL BLVD ,STE 148,RALEIGH,NC,27604-3474,(919) 878-1869,2001-09-13T00:00:00.000Z,Restaurant,5301,-78.57967846,35.83550619,M
632,4092010078,HAN-DEE HUGO'S #54,2744 CAPITAL BLVD ,,RALEIGH,NC,27604-1510,(919) 954-8044,1991-03-28T00:00:00.000Z,Restaurant,5307,-78.59865079,35.81701185,M
633,4092020933,Mudcats Stand #2,1501 Nc 39 Hwy ,,ZEBULON,NC,27596,(269) 228-7269 ext. 4910,2000-04-25T00:00:00.000Z,Food Stand,5338,-78.2712282,35.81726662,M
634,4092020967,Food Lion #1374 Deli ,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000-07-01T00:00:00.000Z,Food Stand,5345,-78.65461141,35.89932701,M
635,4092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 754-9797,2010-02-12T00:00:00.000Z,Restaurant,5348,-78.66818044,35.78802697,M
636,4092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,,APEX,NC,27539-7700,(919) 363-9137,2010-04-28T00:00:00.000Z,Restaurant,5350,-78.83789587,35.71142555,M
637,4092110041,Vance Elem. School Cafeteria,8808 OLD STAGE RD,,RALEIGH,NC,27603-9533,(919) 662-2482,1991-04-03T00:00:00.000Z,Public School Lunchrooms,5363,-78.66853911,35.65532739,M
638,4092021092,Food Lion #2534 Deli,13200 New Falls of Neuse Rd,,RALEIGH,NC,27614-8239,(919) 562-8912,2001-09-14T00:00:00.000Z,Food Stand,5390,-78.55981965,35.9407555,M
639,4092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993-11-10T00:00:00.000Z,Private School Lunchrooms,5404,-78.63135227,35.88450956,M
640,4092020976,Food Lion #1654 Deli,7440 Louisburg Rd,,RALEIGH,NC,27616-6482,(919) 875-1394,2000-07-01T00:00:00.000Z,Food Stand,5420,-78.53977,35.87454018,M
641,4092021011,Food Lion #90 Deli,4317 FALLS OF NEUSE RD,,RALEIGH,NC,27609-6283,(919) 872-5376,2000-07-01T00:00:00.000Z,Food Stand,5424,-78.61339277,35.84095998,M
642,4092020035,Circle K #8620,4100 WESTERN Blv ,,RALEIGH,NC,27606-1963,(919) 851-1050,1992-09-17T00:00:00.000Z,Food Stand,5442,-78.69423692,35.78457615,M
643,4092010500,Mitch`s Tavern,2426 HILLSBOROUGH ST,,RALEIGH,NC,27607-7248,(919) 821-7771,1991-03-19T00:00:00.000Z,Restaurant,5443,-78.667702,35.78790613,M
644,4092013462,Paolo's,101 - 500 Keybridge St,,MORRISVILLE,NC,27560,(919) 678-9030,2001-11-26T00:00:00.000Z,Restaurant,5468,0,0,U
645,4092110059,Lockhart Elementary Cafeteria,1320 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545-7726,(919) 266-8538,1991-10-28T00:00:00.000Z,Public School Lunchrooms,5483,-78.48454639,35.8032574,M
646,4092011518,Lilly's Pizza,1813 GLENWOOD AVE,,RALEIGH,NC,27608-2323,(919) 833-0226,1994-07-22T00:00:00.000Z,Restaurant,5484,-78.64652735,35.80484826,M
647,4092020989,Food Lion #1573 Deli,3926 WESTERN Blv ,,RALEIGH,NC,27606-1937,(919) 664-8059,2000-07-01T00:00:00.000Z,Food Stand,5511,-78.69252351,35.78576143,M
648,4092300179,Food Lion #624 Meat Market ,2458 SW CARY PKY ,,CARY,NC,27513-5318,(919) 481-1822,2000-07-01T00:00:00.000Z,Meat Market,5512,-78.82085718,35.76363975,M
649,4092021313,Papa John`s Pizza #1734,8101 Brier Leaf LN Ste 105,,RALEIGH,NC,27617,(919) 523-4592,2005-03-14T00:00:00.000Z,Food Stand,5536,-78.78517004,35.91133497,M
650,4092015361,MELLOW MUSHROOM,2125 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 556-8884,2009-03-24T00:00:00.000Z,Restaurant,5548,-78.53549582,35.9471019,M
651,4092013907,Jason`s Deli,909 Spring Forest Rd,Suite 100,RALEIGH,NC,27609,(919) 855-9898,2003-10-06T00:00:00.000Z,Restaurant,5551,-78.62312587,35.86765935,M
652,4092011740,Burger King #9246,3500 POOLE RD ,,RALEIGH,NC,27610-2904,(919) 231-3008,1995-10-03T00:00:00.000Z,Restaurant,5579,-78.57714053,35.76737546,M
653,4092016604,BOMBSHELL BEER COMPANY,120  QUANTUM ST ,,HOLLY SPRINGS,NC,27540,(919) 346-6135,2014-01-09T00:00:00.000Z,Restaurant,5589,-78.83685095,35.65821728,M
654,4092016608,KABAB & CURRY,2418 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 977-6974,2014-01-15T00:00:00.000Z,Restaurant,5592,-78.66730306,35.78785805,M
655,4092110106,West Cary Middle Sch.Cafeteria,1000 EVANS RD ,,CARY,NC,27513-3111,(919) 460-3539,1996-08-23T00:00:00.000Z,Public School Lunchrooms,5605,-78.79252834,35.80255288,M
656,4092110069,York Elementary School Cafeteria,5201 Brookhaven Drive,,RALEIGH,NC,27612,(919) 881-4963,1999-01-25T00:00:00.000Z,Public School Lunchrooms,5613,-78.68436852,35.85224279,M
657,4092013479,Subway,160 Wakelon St ,,ZEBULON,NC,27597,(919) 269-9293,2001-12-04T00:00:00.000Z,Restaurant,5632,-78.31858381,35.83228812,M
658,4092013070,Jersey Mikes Restaurant,4542 Capital BLVD ,,RALEIGH,NC,27604-4353,(919) 790-7827,1999-11-17T00:00:00.000Z,Restaurant,5643,-78.57896604,35.84571366,M
659,4092013873,Bella Italia Ristorante,10630 Durant Rd ,Suite 101,RALEIGH,NC,27614,(919) 676-0076,2003-08-06T00:00:00.000Z,Restaurant,5678,-78.59244794,35.90621752,M
660,4092014002,OUTBACK STEAKHOUSE #3467,845 US Hwy 70 W,,GARNER,NC,27529,(919) 329-9211,2004-03-04T00:00:00.000Z,Restaurant,5679,0,0,U
661,4092015371,SPIRITS PUB &amp; GRUB,701 E CHATHAM ST ,,CARY,NC,27511,(919) 462-7001,2009-04-07T00:00:00.000Z,Restaurant,5714,-78.76531398,35.79216315,M
662,4092015372,Deja Brew,5001 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 239-4612,2009-04-11T00:00:00.000Z,Restaurant,5715,-78.61557526,35.84978294,M
